iter	Logloss
183	0.3089251906
184	0.3088945876
185	0.3088591471
186	0.3088338367
187	0.3087900169
188	0.308752809
189	0.3087232394
190	0.308691307
191	0.3086559679
192	0.3086210952
193	0.3085953523
194	0.3085532216
195	0.3085332253
196	0.3084934577
197	0.3084645086
198	0.3084355867
199	0.3084013771
200	0.308372846
201	0.3083446086
202	0.3083234794
203	0.3082956975
204	0.3082716665
205	0.3082371025
206	0.3082122487
207	0.3081736082
208	0.3081531922
209	0.3081167661
210	0.3080823021
211	0.3080547049
212	0.3080224935
213	0.3079967514
214	0.3079705153
215	0.3079420456
216	0.3079248993
217	0.3078946454
218	0.3078791002
219	0.3078453203
220	0.3078184845
221	0.3077847701
222	0.3077528091
223	0.3077226141
224	0.3076938606
225	0.3076666068
226	0.3076234839
227	0.3075920343
228	0.3075625423
229	0.3075301915
230	0.3074974763
231	0.3074551641
232	0.3074106316
233	0.3073724664
234	0.3073466948
235	0.3073181541
236	0.3072867047
237	0.307249152
238	0.3072224163
239	0.3072042654
240	0.307170545
241	0.3071219738
242	0.307091612
243	0.3070656764
244	0.3070410669
245	0.3070029906
246	0.3069734872
247	0.3069403017
248	0.3069195067
249	0.3068859113
250	0.3068532958
251	0.306827383
252	0.3068028945
253	0.3067685284
254	0.3067435307
255	0.3067141706
256	0.3066955571
257	0.306669781
258	0.3066369352
259	0.3066038098
260	0.3065793506
261	0.3065509853
262	0.3065222842
263	0.3064943294
264	0.3064588251
265	0.3064201085
266	0.3063986217
267	0.3063693844
268	0.3063294669
269	0.3063064689
270	0.271	0.30675271	0.3062379406
272	0.3062091908
273	0.3061892311
274	0.3061428554
275	0.3061211344
276	0.3060930593
277	0.3060635198
278	0.3060323619
279	0.3059983513
280	0.3059730579
281	0.3059429931
282	0.3059135813
283	0.3058943379
284	0.3058614124
285	0.3058237033
286	0.3057999421
287	0.3057706099
288	0.3057431196
289	0.3057201493
290	0.3056952766
291	0.3056685903
292	0.305639453
293	0.305604795
294	0.3055858732
295	0.3055528279
296	0.3055250568
297	0.3054947685
298	0.3054648616
299	0.3054377151
300	0.3054150497
301	0.3053861212
302	0.3053614574
303	0.3053367028
304	0.3053095848
305	0.3052856036
306	0.3052595803
307	0.3052293225
308	0.3051972308
309	0.3051663954
310	0.3051344686
311	0.3051079542
312	0.3050749094
313	0.3050491036
314	0.3050242254
315	0.3050009386
316	0.3049805064
317	0.3049605271
318	0.3049355704
319	0.3049151794
320	0.3048956096
321	0.3048739418
322	0.3048457044
323	0.3048151664
324	0.3047910099
325	0.3047667333
326	0.304737448
327	0.3047133205
328	0.3046986358
329	0.3046675028
330	0.3046464045
331	0.3046193107
332	0.3045898868
333	0.3045684057
334	0.3045424881
335	0.3045089734
336	0.3044905431
337	0.3044673608
338	0.3044466919
339	0.3044248323
340	0.3044012661
341	0.3043787543
342	0.304353717
343	0.3043270952
344	0.3043031652
345	0.3042793121
346	0.3042529072
347	0.3042233786
348	0.304195044
349	0.3041734091
350	0.3041346016
351	0.3041013663
352	0.3040731343
353	0.3040540572
354	0.3040304272
355	0.3040026185
356	0.3039793868
357	0.303950787
358	0.3039188493
359	0.3038938413
360	0.3038654292
361	0.3038324926
362	0.3038010538
363	0.3037725469
364	0.3037500602
365	0.3037258035
366	0.3036835359
367	0.3036710213
368	0.3036423297
369	0.3036150437
370	0.3035955179
371	0.3035755106
372	0.3035559532
373	0.3035312113
374	0.3035078501
375	0.3034773032
376	0.3034501578
377	0.3034279027
378	0.303410129
379	0.3033889253
380	0.3033682375
381	0.3033455962
382	0.3033230722
383	0.3032975973
384	0.3032669365
385	0.3032334438
386	0.3032087424
387	0.303180785
388	0.3031584404
389	0.3031324267
390	0.3031162464
391	0.3030923264
392	0.3030611415
393	0.3030352505
394	0.3030173897
395	0.3030009488
396	0.3029635014
397	0.3029318163
398	0.302907115
399	0.3028750977
400	0.3028528637
401	0.3028221108
402	0.3028031542
403	0.3027742147
404	0.3027561165
405	0.3027378485
406	0.3027155421
407	0.3026876145
408	0.3026505998
409	0.3026244556
410	0.3026002391
411	0.302585546
412	0.3025585013
413	0.3025232713
414	0.3024920942
415	0.3024684148
416	0.302444385
417	0.3024302818
418	0.3024053337
419	0.3023905786
420	0.3023681643
421	0.3023420136
422	0.3023164299
423	0.3022990537
424	0.3022685142
425	0.3022454315
426	0.3022258675
427	0.3022031317
428	0.3021838224
429	0.3021616865
430	0.3021291549
431	0.3020997864
432	0.3020536674
433	0.3020310166
434	0.3020103356
435	0.3019867966
436	0.3019631674
437	0.3019356009
438	0.3019147606
439	0.3018970775
440	0.3018795337
441	0.3018539163
442	0.301832743
443	0.3018086506
444	0.3017877387
445	0.3017643463
446	0.3017443596
447	0.3017170765
448	0.3016979162
449	0.3016761106
450	0.3016496259
451	0.3016208167
452	0.3016077524
453	0.301573558
454	0.3015485707
455	0.3015127545
456	0.3014932719
457	0.3014716629
458	0.3014503288
459	0.3014227855
460	0.3013821915
461	0.3013557799
462	0.3013298814
463	0.3012978663
464	0.301272961
465	0.301247599
466	0.301230426
467	0.3012094015
468	0.3011881429
469	0.3011675142
470	0.301148854
471	0.3011288512
472	0.3011117383
473	0.3010868719
474	0.3010660376
475	0.301029032
476	0.3010081016
477	0.3009790372
478	0.300948137
479	0.3009232102
480	0.3009071003
481	0.3008744946
482	0.3008405021
483	0.3008226814
484	0.3008080845
485	0.3007856014
486	0.3007655691
487	0.3007450284
488	0.3007166219
489	0.3006961889
490	0.3006687369
491	0.3006499431
492	0.3006354935
493	0.3006180741
494	0.3005942086
495	0.3005786339
496	0.3005645484
497	0.3005361386
498	0.3005149931
499	0.3004965818
500	0.3004706828
501	0.3004460494
502	0.3004126137
503	0.300387515
504	0.3003630714
505	0.3003273903
506	0.3003052653
507	0.3002720359
508	0.3002427572
509	0.3002245933
510	0.3002511512	0.3004152607
513	0.3003919081
514	0.3003734133
515	0.30035374515516	0.30032739516	0.2995466109
517	0.2995211768
518	0.2994997857
519	0.2994887913
520	0.299474827
521	0.2994506234
52523	0.30016197052524	0.30013499752525	0.30010500752526	0.3000793526	527	0.3000527649
528	0.3000392528	0.299299968
529	0.2992776832
530	0.2992537349
531	0.2992256172
532	0.2991923376
533	0.2991682523
534	0.2991441206
535	0.2991246257
536	0.2990943448
537	0.2990777219
538	0.2990406662
539	0.2990191275
540	0.2989982136
541	0.2989790147
542	0.2989563213
543	0.2989310468
544	0.2989084672
545	0.2988892733
546	0.2988678726
547	0.2988452855
548	0.2988133387
549	0.2987976965
550	0.2987825305
551	0.2987700209
552	0.2987460068
553	0.2987202155
554	0.298699677
555	0.2986756723
556	0.2986560475
557	0.2986362175
558	0.298607459
559	0.2985811642
560	0.298558912
561	0.2985400042
562	0.2985198175
563	0.2985005881
564	0.2984755472
565	0.2984441651
566	0.2984276214
567	0.2984034653
568	0.2983791162
569	0.2983490781
570	0.2983170222
571	0.2982917567
572	0.2982611759
573	0.2982394809
574	0.2982133042
575	0.2981758562
576	0.298153577	0577	0.298135578	0.2989670865
579	0.2989424805
580	0.2989284552
581	0.2988855554
582	0.2988684248
583	0.298841961
584	0.298824496
585	0.2988006017
586	0.2987775916
587	0.2987552131
588	0.2987291941
589	0.2987036559
590	0.2986819792
591	0.298660373
592	0.2986337623
593	0593	0.297789594	0594	0.2977693185
595	0.2977448524
596	0.2977184257
59598	0.29833931759599	0.29832246559600	0.29830715260601	0.29827914160602	0.29825953860603	0.298230174603	0.2975525427
604	0.2975321532
605	0.2975062755
606	0.2974805644
607	0.2974593162
60609	0.29811029360610	0.29808361861611	0.29806361611612	0.2980361261613	0.298025417
614	0.2980085225
615	0.29799052461616	0.29797194261617	0.2979517717
618	0.297932623618	0.2972088274
619	0.2971917546
620	0.2971690574
621	0.2971364976
622	0.2971164816
623	0.297084818
624	0.29706542
625	0.2970316456
626	0.2970074718
627	0.2969901031
628	0.296969927
629	0.2969462954
630	0.2969248259
631	0.2969063451
632	0.2968763891
633	0.2968563132
634	0.2968379122
635	0.2968144337
636	0.2967938054
637	0.2967775018
638	0.2967521655
639	640	0.2974065640	641	0.2973812647
642	0.2973567642	643	0.2973339738
644	0.297312396
645	0.2972858733
646	0.2972700002
647	0.2972474117
648	0.297222587
649	0.2972016523
650	0.2971744537
651	0.2971588839
652	0.2971317245
653	0.2971046554
654	0.2970789777
655	0.2970495648
656	0.297024888
657	0.297000322
658	0.2969834318
659	0.2969577581
660	0.2969314752
661	0.2969085855
662	0.2968938831
663	0.2968686014
664	0.296844765
665	0.2968194965
666	0.2967994078
667	0.296783227
668	0.2967583658
669	0.2967429521
670	0.2967181408
671	0.2966994766
672	0.2966733932
673	0.2966601087
674	0.2966441441
675	0.296617217
676	0.2965880646
677	0.2965588863
678	0.2965363652
679	0.2965169391
680	0.2965033913
681	0.2964792261
682	0.2964539668
683	0.2964315514
684	0.2964087043
685	0.2963830621
686	0.2963644361
687	0.2963354792
688	0.2963160388
689	0.296293722
690	0.2962729606
691	0.2962596052
692	0.2962335491
693	0.296207098
694	0.2961889684
695	0.2961632312
696	0.296149101
697	0.296124044
698	0.2960949464
699	0.2960694186
700	0.2960537031
701	0.2960304305
702	0.2960050739
703	0.2959804299
704	0.2959624167
705	0.2959475534
706	0.2959246475
707	0.2959003976
708	0.2958757173
709	0.2958540758
710	0.2958251178
711	0.2958061814
712	0.2957929865
713	0.2957647932
714	0.2957392584
715	0.2957141614
716	0.2956915818
717	0.2956728309
718	0.2956486003
719	0.2956256424
720	0.2956046037
721	0.2955838185
722	0.2955617369
723	0.2955409089
724	0.2955198986
725	0.2954998228
726	0.295483275
727	0.2954656231
728	0.2954389058
729	0.2954130285
730	0.2953730	0.2731	0.2953731	0.2956345046
732	0.2733	0.2953733	0.2734	0.2952710586
735	0.295243607
736	0.2952185821
737	0.2951914614
738	0.2951802363
739	0.2951587496
740	0.2951404985
741	0.2951232899
742	0.2951086555
743	0.2950883664
744	0.2950636197
745	0.2950418205
746	0.2950209762
747	0.2949964017
748	0.2949651766
749	0.294749	0.2952597313
750	0.295232386
751	0.2952140698
752	0.2951991052
753	0.295175131
754	0.2951755	0.2755	0.2951756	0.2756	0.2951225487
757	0.2951012438
758	0.2950832749
759	0.2950587384
760	0.2950373962
761	0.2950184554
762	0.2949930954
763	0.2949683585
764	0.2949460005
765	0.2949281543
766	0.2949131298
767	0.2948956778
768	0.2948864665
769	0.2948708955
770	0.2948572428
771	0.2948462629
772	0.2948254822
773	0.2948018176
774	0.294787058
775	0.2947643308
776	0.2947490642
777	0.2947395565
778	0.2947188826
779	0.2946967698
780	0.2946774834
781	0.2946469308
782	0.2946240257
783	0.2946100875
784	0.2945909673
785	0.2945658173
786	0.2945465481
787	0.2945220617
788	0.294509064
789	0.2944834029
790	0.2944599877
791	0.2944397826
792	0.2944218728
793	0.2943916809
794	0.2943702105
795	0.2943459659
796	0.2943310479
797	0.2943112877
798	0.2942875163
799	0.2942575615
800	0.2942355181
801	0.294215531
802	0.2942037603
803	0.2941746364
804	0.2941529378
805	0.2941265884
806	0.2941161672
807	0.2940785704
808	0.294053745
809	0.2940294331
810	0.2940066382
811	0.2939916545
812	0.2939680012
813	0.2939393989
814	0.2939057964
815	0.2938809665
816	0.2938645192
817	0.293847276
818	0.2938241503
819	0.2937959195
820	0.2937753182
821	0.2937506905
822	0.2937283749
823	0.2937062762
824	0.2936885257
825	0.2936493229
826	0.2936275396
827	0.293611015
828	0.2935890958
829	0.2935736661
830	0.2935572194
831	0.2935422946
832	0.2935201388
833	0.2934969681
834	0.2934754388
835	0.2934483668
836	0.2934321034
837	0.293413427
838	0.2933898471
839	0.2933712725
840	0.2933641332
841	0.2933494078
842	0.2933310825
843	0.2933145295
844	0.2932924684
845	0.2932736836
846	0.293254138
847	0.2932351699
848	0.2932120867
849	0.2931870468
850	0.2931575714
851	0.2931332301
852	0.2931181885
853	0.2931003756
854	0.2930698947
855	0.2930550362
856	0.2930339246
857	0.2930000091
858	0.2929870956
859	0.2929651035
860	0.2929400064
861	0.2929218109
862	0.2929046881
863	0.2928892456
864	0.2928670931
865	0.2928527153
866	0.292830666
867	0.2928052723
868	0.2927798059
869	0.292765325
870	0.2927512051
871	0.2927353937
872	0.2927063385
873	0.2926874544
874	0.2926661699
875	0.2926443992
876	0.2926241533
877	0.2926039475
878	0.2925810333
879	0.2925705388
880	0.2925515182
881	0.2925337474
882	0.292521993
883	0.2925031176
884	0.2924810948
885	0.2924627107
886	0.2924367319
887	0.292418216
888	0.2924059266
889	0.2923888311
890	0.2923771478
891	0.29236137
892	0.2923520935
893	0.2923269441
894	0.2922968432
895	0.2922610941
896	0.2922416429
897	0.2922260592
898	0.2922073079
899	0.2921836035
900	0.2921672598
901	0.2921325147
902	0.2921087432
903	0.2920887411
904	0.2920673695
905	0.2920475369
906	0.2920266102
907	0.29200851
908	0.2919825539
909	0.2919618818
910	0.2919405908
911	0.2919305599
912	0.2919097472
913	0.291885383
914	0.2918713249
915	0.2918447802
916	0.2918324764
917	0.2918138219
918	0.2917827005
919	0.2917615217
920	0.2917459987
921	0.2917214794
922	0.2916946155
923	0.2916743558
924	0.2916523163
925	0.2916362623
926	0.2916197692
927	0.2916060882
928	0.2915716132
929	0.291544236
930	0.2915339125
931	0.2915087702
932	0.2914887492
933	0.2914645094
934	0.2914439192
935	0.2914169894
936	0.2913972493
937	0.2913806626
938	0.2913596378
939	0.2913318585
940	0.2913104628
941	0.2912935776
942	0.2943	0.2909943	0.2944	0.2909944	0.2945	0.2908945	0.2946	0.2908946	0.2911913215
947	0.2911749083
948	0.2911521792
949	0.2911406643
950	0.2951	0.2907652541
952	0.2907533185
953	0.290732149
954	0.2907106253
955	0.2906881301
956	0.2906657456
957	0.2906494914
958	0.2906268663
959	0.2906070579
960	0.2905838291
961	0.2905689212
962	0.2905501651
963	0.2905409862
964	0.2905180106
965	0.2904991907
966	0.2904756721
967	0.290460345
968	0.2904347825
969	0.2904193654
970	0.2904001592
971	0.2903838992
972	0.2903647598
973	0.290347835
974	0.2903367026
975	0.2903210181
976	0.2902939423
977	0.2902677019
978	0.2902455143
979	0.2902292412
980	0.2902005481
981	0.290183327
982	0.2901639405
983	0.2901508228
984	0.2901338181
985	0.2901124706
986	0.2900982888
987	0.2900788812
988	0.2900624823
989	0.2900374828
990	0.2900274012
991	0.2900015835
992	0.2899771978
993	0.2899625273
994	0.2899407498
995	0.2899257006
996	0.2899023122
997	0.2898811643
998	0.2898619146
999	0.2898439789
2891966141
05901566
