iter	Logloss
481	0.3583304194
482	0.3583069079
483	0.3582802257
484	0.3582594885
485	0.3582272096
486	0.3582010437
487	0.3581781653
488	0.3581568778
489	0.3581334225
490	0.3581094818
491	0.3580794833
492	0.3580540599
493	0.3580320873
494	0.3580048383
495	0.3579786617
496	0.3579549949
497	0.3579236704
498	0.3578973604
499	0.3578749552
500	0.3578437612
501	0.3578067932
502	0.3577878312
503	0.3577735679
504	0.3577495542
505	0.357729431
506	0.357702551
507	0.3576929737
508	0.3576685205
509	0.3576447255
510	0.3576168172
511	0.3575939759
512	0.3575704701
513	0.3575466334
514	0.514	0.35712515	0.515	0.35710516	0.3574801415
517	0.3574545909
518	0.3574145677
519	0519	0.357019520	0.3573626895
521	0.3573276966
522	0522	0.3569525579
523	0.3569350617
524	0.356909525	0525	0.356882526	526	0.3568611527	527	0.3568329528	528	0.356816529	0529	0.356793530	530	0.3567675531	531	0.3567423532	532	0.3567237533	0.3570508459
534	0.3570270109
535	0.3570084402
536	0.3569791475
537	0.3569540425
538	0.3569345621
539	0.3569082729
540	0.3568883644
541	0.3568683651
542	0.3568466367
543	0.3568229006
544	0.356794909
545	0.356778745
546	0.356754546
547	0.3567300583
548	0.3567099895
549	0.3566841635
550	0.3566534638
551	0.3566273647
552	0.3566064523
553	0.3565827781
554	0.3565626178
555	0.3565397392
556	0.3565163841
557	0.3564939736
558	0.3564754175
559	0.3564509584
560	0.35643033
561	0.3564188726
562	0.3563956878
563	0.3563730013
564	0.3563551291
565	0.3563339236
566	0.3563149266
567	0.3562887262
568	0.3562636135
569	0569	0.355852570	0570	0.355825571	571	0.355803572	0572	0.355785573	0.3561445364
574	0.3561180729
575	0.356091135
576	0.3560740367
577	0.3560461625
578	0.3560316549
579	0.3560096275
580	0.3559826198
581	0.3559596898
582	0.3559356717
583	0.3559139783
584	0.3558939825
585	0.355865753
586	0.3558425399
587	0.3558147474
588	0588	0.3554274732
589	0.355412590	0590	0.3553897157
591	0.3553715177
592	0.355358452
593	0.3553324281
594	0.3553108391
595	0.3552887442
596	0.3552623525
597	0.3552462009
598	0.3552209991
599	0.3551962004
600	0.3551746717
601	0.3551506704
602	0.3551264603	603	0.3550977368
604	0.3550793605	605	0.3550574381
606	0.3550450476
607	0.3550162019
608	0.3549952836
609	0.3549740618
610	0.3549530957
611	0.3549361612	612	0.3549122477
613	0.3548832614	614	0.3548561615	615	0.3548338616	0.3551496034
617	617	0.3547907618	618	0.3547680038
619	0.354745246
620	0.3547232079
621	0.3547016592
622	0.35468623	0.623	0.35466624	0.624	0.35463625	0.3549134699
626	0.626	0.35459627	0.627	0.35457628	0.628	0.35454629	0.3548186862
630	0.3547912302
631	0.3547718559
632	0.35475048
633	0.3547262597
634	0.3547080517
635	0.635	0.35439636	0.636	0.354369378
637	0.35433638	0.638	0.35431639	0639	0.354299640	0640	0.354278641	0.3545693896
642	0642	0.354240643	0.3545168957
644	0.3545007505
645	0.3544831887
646	0.3544505215
647	0.3544311965
648	0648	0.354107649	0649	0.354081650	0.3543665209
651	0.3543373772
652	0.3543163337
653	0.3542924857
654	0.3542728497
655	0.3542451908
656	0.3542275985
657	0.3542048949
658	0.3541822528
659	0.3541622135
660	0.3541415427
661	0.3541233599
662	0.3540934878
663	0.3540677063
664	0.3540430658
665	0.3540274938
666	0.3540071643
667	0.3539912298
668	0.3539680797
669	0.3539425575
670	0.3539204828
671	0.353903621
672	0.3538785291
673	0.3538568684
674	0.3538387923
675	0.3538120807
676	0.3537829128
677677	0.35345979678678	0.35343934679	0.3536981347
680680	0.3533937118
681	0.3533744667
682	0.3533572224
683	0.353334254
684	0.3533105522
685	0.3532858113
686	0.3532642049
687	0.3532464161
688	0.353219916
689	0.35319836
690	0.3531775454
691	0.3531480954
692	0.3531249597
693	0.3530986206
694	0.3530689694
695	0.3530448037
696	0.3530123168
697	0.3529936193
698	0.3529735407
699	0.3529460381
700	0.3529168082
701	0.3528938845
702	0.3528685349
703	0.3528444327
704	0.3528240718
705	0.352799614
706	0.3527883184
707	0.3527624314
708	0.3527402567
709	0.3527164981
710	0.3526864816
711	0.3526680459
712	0.35265145171713	0.3526371279
714	0.3526178641
715	0.3525925578
716	0.35257242471717	0.35255324871718	0.3525317741
719	0.3525121918
720	0.3524812971
721	0.3524563076
722	0.3524318091
723	0.3524058203
724	0.3523854058
725	0.3523604121
726	0.3523453619
727	0.3523184716
728	0.3522939636
729	0.3522737445
730	0.3522491029
731	0.3522267494
732	0.3522056291
733	0.3521903414
734	0.3521696161
735	0.3521423057
736	0.3521150919
737	0.3520860172
738	0.3520706256
739	0.3520494126
740	0.3520338124
741	0.3520126213
742	0.3519903119
743	0.3519677963
744	0.351945792
745	0.3519220427
746	0.3519006234
747	0.351873731
748	0.3518504107
749	0.3518292113
750	0.3518057876
751	0.3517901749
752	0.351768838
753	0.3517366552
754	0.3517152586
755	0.3516899143
756	0.351676166
757	0.3516640638
758	0.3516364753
759	0.3516094763
760	0.351589366
761	0.3515728876
762	0.3515541025
763	0.3515270666
764	0.3515139486
765	0.3514849701
766	0.3514562726
767	0.3514368727
768	0.3514097031769	0.3516903482
770	0.3516704037
771	0.3516494465
772	0.3516298672
773	0.3516083466
774	0.3515861416
775	0.3515689399
776	0.3515522765
777	0.3515315439
778	0.3515095729
779	0.3514920995
780	0.3514784916
781	0.3514640615
782	0.3514433545
783	0.3514187863
784	0.3513986921
785	0.351376098
786	0.3513568969
787	0.3513380937
788	0.3513143761
789	0.3512923427
790	0.3512710502
791	0.3512574835
792	0.3512341802
7793	0.3508613071
794	0.35084773967795	0.35083427796	0.3511532116
797	0.3511315038
798	0.3511050816
799	0.3510826389
800	0.3510606737
801	0.3510427111
802	0.3510173329
803	0.3509953302
804	0.350985834
805	0.3509613155
806	0.3509460383
807	0.350929206
808	0.3509131792
809	0.3508836346
810	0.3508561393
811	0811	0.350474812	0812	0.3504572846
813	0.3504348385
814	0.3504132685
815	0.35039612
816	0.35038182817	0.3507201788
818	0.3506998426
819	0.3506807785
820	0.350665719
821821	0.35026295822822	0.35024544
823	0.3502226092
824	0.3502029179825	0.350569152
826	0.350547772
827	0.3505243822
828	0.3504978549
829	0.3504778253
830	0.350452697
831	0.3504243148
832	0.3503968378
833	0.3503777481
834	0.3503550938
835	0.3503374462
836	0.3503195035
837	0.3502947421
838	0.350274453
839	0.3502536305
840	0.3502302204
841	0.3502048911
842	0.3501826401
843	0.3501604628
844	0.3501441044
845	0.3501235639
846	0.3500984009
847	0.3500748905
848	0.3500626757
849	0.350045972
850	0.350018769
851	0.349993329
852	0.3499671077
853	0.3499374032
854	0.3499113013
855	0.3498894595
856	0.3498589983
857	0.3498419043
858	0.34982175
859	0.3497952922
860	0.3497716522
861	0.349748368
862	0.34862	0.349863	0.34863	0.3493706396
864	0.3493489311
865	0.3493352234
866	0.3493131525
867	0.3492917203
868	0.3492737608
869	0.3492563229
870	0.3492316194
871	0.3492086831
872	0.3491873463
873	0.3491671944
874	0.3491408
875	0.3491253452
876	0.3491074837
877	0.3490896119
878	0.349067151
879	0.3490470018
880	0.349027881	0881	0.349010882	882	0.3489870883	883	0.3489672884	0.3492976158
885885	0.34891673886886	0.34889256887887	0.34887182888888	0.34885241889889	0.34882235890890	0.34879824891891	0.3487754453
892	0.3487608811
893	0.3487458057
894	0.3487242169
895	0.3487003832
896	0.3486786757
897	0.3486575339
898	0.3486285229
899	0.348608428
900	0.3485875443
901	0.3485648091
902	0.3485414747
903	0.3485228642
904	0.3485035301
905	0.3484857726
906	0.3484619382
907	0.348440977
908	0.348419193
909	0.3484048778
910	0.3483881085
911	0.3483697833
912	0.3483492662
913	0.3483173348
914	0.3482843253
915	0.3482710548
916	0.3482562731
917	0.3482430874
918	0.3482229868
919	0.3481945382
920	0.348170269
921	0.3481459287
922	0.3481282999
923	0.3481125701
924	0.3480955076
925	0.34807989
926	0.3480621103
927	0.3480504031
928	0.3480267147
929	0.3480079412
930	0.3479850746
931	0.3479625573
932	0.347941914
933	0.3479249745
934	0.3479108614
935	0.3478917664
936	0.3478668677
937	0.3478465329
938	0.3478236724
939	0.3478005403
940	0.3477845724
941	0.3477617381
942	0.3477429147
943	0.3477201094
944	0.3477018497
945	0.3476831338
946	0.3476685955
947	0.3476621948
948	0.347636981
949	0.3476193232
950	0.347597109
951	0.3475767293
952	0.3475566274
953	0.3475387559
954	0.3475090235
955	0.347487944
956	0.3474686461
957	0.3474402004
958	0.3474145523
959	0.3473929247
960	0.3473766275
961	0.3473605466
962	0.3473327502
963	0.3473146154
964	0.3472946481
965	0.3472777974
966	0.3472499007
967	0.3472313852
968	0.3472068321
969	0.3471890688
970	0.3471609139
971	0.3471395683
972	0.3471193918
973	0.3470997432
974	0.3470834972
975	0.3470632369
976	0.3470453105
977	0.3470337796
978	0.3470176136
979	0.3469928327
980	0.3469708956
981	0.3469505063
982	0.3469336771
983	0.3469113767
984	0.3468971303
985	0.3468763007
986	0.346857305
987	0.3468397167
988	0.3468195219
989	0.3468003201
990	0.3467820644
991	0.3467672833
992	0.3467464612
993	0.3467269709
994	0.3467038398
995	0.346687891
996	0.346666899
997	0.3466450347
998	0.346625572
999	0.3466096903
95
39321
346619647
