iter	Passed	Remaining
221	57566	201740
222	57786	201346
223	58181	201556
224	58385	201103
225	58523	200428
226	58685	199842
227	58970	199673
228	59357	199845
229	59635	199649
230	59855	199258
231	59927	198380
232	60203	198178
233	60470	197948
234	60597	197263
235	60982	197416
236	61235	197141
237	61450	196744
238	61472	195735
239	61618	195124
240	61989	195226
241	62275	195062
242	62660	195200
243	62915	194934
244	63278	195001
245	63504	194642
246	63716	194245
247	63838	193573
248	64053	193188
249	64412	193238
250	64534	192575
251	64949	192786
252	65064	192107
253	65281	191731
254	65447	191208
255	65655	190810
256	65979	190750
257	66238	190499
258	66450	190115
259	66676	189770
260	67071	189907
261	67327	189646
262	67354	188746
263	67399	187900
264	67488	187184
265	67573	186462
266	67638	185688
267	67859	185346
268	68100	185060
269	68279	184607
270	68608	184558
271	68971	184601
272	69195	184268
273	69491	184127
274	69726	183823
275	69890	183336
276	70245	183347
277	70603	183366
278	70883	183180
279	71152	182963
280	71573	183136
281	71658	182449
282	71822	181966
283	71841	181122
284	71867	180298
285	71912	179528
286	72088	179091
287	72358	178885
288	72650	178735
289	72946	178593
290	73347	178705
291	73477	178157
292	73795	178066
293	74116	177980
294	74445	177912
295	74723	177721
296	75040	177620
297	75156	177045
298	75373	176711
299	75568	176325
300	75784	175991
301	76082	175845
302	76219	175330
303	76427	174979
304	76647	174655
305	76913	174437
306	77148	174150
307	77466	174047
308	77649	173643
309	77831	173237
310	78113	173056
311	78378	172834
312	78619	172561
313	78837	172237
314	79105	172022
315	79324	171702
316	79597	171498
317	79858	171267
318	80089	170974
319	80307	170653
320	80479	170234
321	80823	170180
322	81261	170322
323	81632	170319
324	81998	170304
325	82264	170079
326	82632	170067
327	82941	169928
328	83091	169466
329	83134	168788
330	83155	168069
331	83282	167567
332	83403	167057
333	83647	166793
334	83678	166108
335	83805	165615
336	84241	165733
337	84475	165451
338	84735	165222
339	85100	165195
340	85529	165291
341	85898	165267
342	86203	165118
343	86613	165170
344	86885	164957
345	87030	164502
346	87059	163832
347	87112	163210
348	87205	162666
349	87277	162086
350	87538	161859
351	87843	161711
352	88138	161546
353	88363	161250
354	88558	160902
355	88770	160585
356	89090	160461
357	89341	160215
358	89602	159986
359	89907	159835
360	89932	159188
361	90210	158989
362	90451	158726
363	90682	158444
364	91245	158741
365	91544	158577
366	91844	158413
367	92155	158266
368	92368	157953
369	92580	157637
370	92883	157477
371	93201	157339
372	93298	156831
373	93424	156374
374	93608	156013
375	93888	155815
376	94043	155408
377	94216	155033
378	94386	154654
379	94544	154257
380	94779	153984
381	95013	153712
382	95132	153254
383	95391	153023
384	95604	152718
385	95839	152449
386	96164	152323
387	96532	152262
388	96850	152123
389	97093	151864
390	97356	151637
391	97602	151382
392	97837	151112
393	98004	150738
394	98317	150587
395	98550	150314
396	98891	150205
397	99091	149882
398	99122	149304
399	99452	149178
400	99744	148994
401	100024	148793
402	100119	148316
403	100418	148142
404	100637	147850
405	100662	147274
406	100718	14674407	100839	146315
408	101330	146420
409	101572	146166
410	101856	145969
411	101980	145545
412	102203	145262
413	102415	144964
414	102647	144695
415	102935	144506
416	103298	144419
417	103737	144439
418	104065	144301
419	104352	144106
420	104413	143599
421	104436	143043
422	104576	142649
423	104953	142579
424	105224	142362
425	105460	142099
426	105718	141865
427	105977	141633
428	106223	141383
429	106393	141033
430	106611	140747
431	106945	140613
432	107238	140426
433	107573	140291
434	107776	139985
435	108038	139755
436	108056	139211
437	108267	138918
438	108682	138886
439	108761	138423
44440	109009	1381744441	109060	1376844442	109361	137504
443	109413	1370144444	109601	136694
445	109800	136389
446	109882	1359344447	110095	1356544448	110317	13537449	110585	135160
450	110853	134940
451	111124	134725
452	111276	134367
453	111651	134276
454	111789	133901
455	112107	133742
456	112425	133582
457	112728	133403
458	112950	133129
459	113172	132855
460	113492	132695
461	113528	132203
462	113839	132033
463	114082	131785
464	114238	131435
465	114481	131186
466	114689	130898
467	114788	130486
468	115013	130217
469	115219	129928
470	115424	129637
471	115598	129313
472	115618	128817
473	115719	128414
474	115831	128024
475	115861	127544
47476	116258	127469
477	116716	127460
478	117051	127315
479	117433	127219
480	117662	126957
481	118003	126817
482	118274	126600
483	118537	126374
484	118743	126088
485	119129	125993
486	119287	125656
487	119518	125396
488	119729	125116
489	120229	125136
490	120268	124677
491	120341	124254
492	120707	124135
493	121102	124044
494	121261	123711
495	121294	123250
496	121507	122974
497	121767	122745
498	121996	122485
500	121962	121475
501	122205	121231
502	122416	120956
503	122773	120824
504	122892	120458
505	123080	120161
506	123295	119890
506	123534	120123
507	123829	119929
508	124096	119708
509	124258	119385
510	124454	119096
511	124784	118935
513	124732	117937
514	125071	117785
515	125330	117558
516	125507	117254
517	125849	117103
518	125943	116722
519	126254	116542
520	126682	116470
521	127045	116337
522	127193	116006
523	127508	115828
524	127702	115540
525	128157	115487
526	128473	115309
527	128560	114925
528	128795	114674
529	129018	114412
530	129409	114299
531	129661	114063
532	130044	113941
533	130157	113583
534	130519	113442
535	130744	113182
536	131050	112991
537	131395	112833
538	131683	112627
539	132050	112487
540	132381	112316
541	132614	112061
542	132994	111931
543	133202	111655
544	133441	111405
545	133638	111120
546	133885	110877
547	134166	110663
548	134284	110313
549	134502	110047
550	134854	109890
551	134888	109474
552	135169	109259
553	135294	108919
554	135442	108597
555	135696	1083655556	135968	1081355557	136335	1079955558	136461	10765558	136922	108019
559	137066	107695
560	137386	107509
561	137722	107335
562	137998	107114
563	138312	106922
564	138439	106586
565	138591	106269
566	138942	106105
567	139171	105848
568	139390	105584
569	139576	105294
570	139837	105061
571	140164	104878
572	140596	104772
573	140835	104522
574	141079	104276
575	141346	104046
576	141606	103812
577	142068	103724
578	142381	103527
579	142410	103124
580	142627	102858
581	142883	102620
582	143022	102299
583	143298	102075
584	143623	101887
585	144009	101740
586	144563	101711
587	144791	101452
588	145162	101293
589	145533	101133
590	145737	100856
591	145956	100591
592	146156	100312
593	146390	100058
594	146665	99831
595	146913	99585
596	147207	99370
597	147398	99087
598	147663	98852
599	147941	98627
600	148092	98317
601	148395	98108
602	148607	97839
603	148887	97614
604	149055	97317
605	149272	97051
606	149464	96770
607	149479	96374
608	149689	96105
609	149954	95872
610	150209	95632
611	150442	95378
612	150557	95050
613	150663	94717
614	150708	94345
615	150771	93987
616	150979	93719
617	151215	93469
618	151588	93303
619	151755	93011
620	152036	92788
621	152157	92468
622	152384	92213
623	152474	91875
624	152634	91580
625	152724	91244
626	152914	90968
627	152935	9629	1628	153022	9630	152974	89457
631	153207	89209
632	153444	88964
633	153468	88595
634	1633	153802	8635	1634	154057	88552
635	154317	8637	1636	154593	8638	1637	154965	87926
638	155211	87685
639	155396	87410
640	155755	87232
641	155972	86975
642	156220	86735
643	156658	86599
644	156866	86337
645	157087	86082
646	157113	85720
647	157649	157120648	157650	157369649	157651	157529650	157652	157799651	158653	158082652	158654	158443	83455
655	158471	83100
656	158733	82870
657	159100	82693
658	159391	82476
659	159627	82232
6659	159957	824026660	160115	82116662	160384	81522
663	160555	81244
664	160611663	160909	81424
664	160666	160912665	161667	161070666	161668	1668	161138	7669	161598	79593
670	1670	161786	7671	1671	162077	79109
672	162407	7673	1673	162770	78728
674	162932	78448
675	163175	78208
676	163396	77957
677	163640	77717
678	164011	77536
679	164238	77288
680	164673	77137
681	164883	76881
682	165004	76583
683	165244	76341
684	165616	76159
685	165777	75880
686	166066	75660
687	166218	75377
688	166580	75190
689	166774	74927
690	167105	74725
691	167360	74489
692	167453	74181
693	167712	73948
694	168016	73733
695	168221	73476
696	168436	73222
697	168674	72979
698	168875	72720
699	169165	72499
700	169477	72287
701	169799	72080
702	169983	71813
703	170225	71572
704	170246	71237
705	170297	70916
706	170439	70634
707	170683	70707	708	170926	70154
709	171391	70004
710	171414	69674
711	171660	69435
712	171933	69207
713	172023	68713	714	172253	68714	715	172559	68715	716	172735	68716	717	172949	67717	173513	68148
718	173637	67860
719	173913	67633
720	174112	67374
721	174385	67145
722	174798	66969
723	175264	66813
724	175671	66633
725	175899	66386
726	175993	66088
727	176336	65883
728	176777	65715
729	177290	65573
730	177485	65312
731	177704	65061
732	177992	64834
733	178193	64576
734	178657	64413
735	178880	64163
736	179070	63901
737	179366	63677
738	179673	63456
739	179802	63173
740	179995	62913
741	180204	62658
742	180413	62404
743	180466	62095
744	180586	61811
745	180781	61552
746	180940	61282
747	181021	60985
748	181224	60730
749	181414	60471
750	181526	60186
751	181698	59921
752	182059	59719
753	182385	59505
754	182768	59309
755	183076	59088
756	183345	58854
757	183706	58650
758	183919	58398
759	184108	58139
760	184307	57883
761	184549	57641
762	184828	57410
763	184854	57101
764	185075	56853
765	185388	56633
766	185749	56427
767	185958	56175
768	186306	55964
769	186556	55724
770	186845	55496
771	187096	55256
772	187345	55015
773	187659	54794
774	187908	54554
775	188335	54364
776	188573	54120
777	188693	53843
778	188923	53596
779	189182	53359
780	189548	53151
781	189895	52937
782	190193	52709
783	190474	52477
784	190494	52173
785	190519	51871
786	190550	51572
787	190656	51293
788	789	190747	50789	790	190997	50790	791	191344	50252
792	191665	50031
793	191919	49792
794	192246	49572
795	192576	49353
796	192743	49092
797	193153	48893
798	193356	48641
799	193579	48394
800	193830	48155
801	194006	47896
802	194222	47802	803	194400	47803	194722	47469
804	195085	47256
805	195424	47037
806	807	195528	46807	808	195769	46808	809	196052	45809	810	196252	45810	811	196388	45811	196859	45578
812	813	197057	45813	814	197365	44814	815	197551	44815	198015	44650
816	817	198145	44817	818	198482	43864
819	198745	43627
820	199046	43397
821	199328	43163
822	199462	42897
823	199495	42823	199921	42701
824	200147	42455
825	200398	42214
826	200820	42009
827	200961	41745
828	829	200932	41154
830	201211	40920
831	201377	40662
832	201598	40416
833	201853	40177
834	202079	39931
835	202185	39663
836	202318	39400
837	202545	39155
838	202845	38925
839	203119	38689
840	203522	38478
841	203762	38235
842	204085	38008
843	204266	37755
844	204310	37476
845	204370	37845	846	204447	36846	847	204744	36847	848	205063	36848	849	205334	36849	850	205512	35850	205874	36046
851	206472	35866
852	206876	35651
853	207146	35413
854	207460	35183
855	207772	34952
856	208161	34734
857	208536	34513
858	208811	34275
859	209071	34034
860	209293	33788
861	209465	33533
862	209496	33257
863	209562	32986
864	209843	32750
865	210061	32503
866	210191	32243
867	210439	32002
868	210639	31753
869	210938	31519
870	211250	31287
871	211341	31022
872	211551	30775
873	211743	30525
874	875	211876	29875	212318	30054
876	212608	29818
877	212813	29570
878	213064	29329
879	213725	29144
880	214022	28908
881	214305	28671
882	214493	28421
883	214856	28193
884	215223	27966
885	215442	27720
886	215634	27470
887	215924	27233
888	216165	26990
889	216471	26754
890	216775	26519
891	217048	26279
892	217291	26036
893	217540	25793
894	217589	25527
895	217865	25287
896	218116	25045
897	218191	24783
898	218336	24529
899	218574	24286
900	218838	24045
901	218945	23787
902	219295	23556
903	219456	23305
904	219678	23060
905	219965	22822
906	220143	22572
907	220336	22324
908	220451	22069
909	220855	21842
910	221188	21609
911	221475	21370
912	221769	21132
913	222287	20915
914	222384	20658
915	222585	20411
916	917	222570	19917	918	222907	19918	223390	19689
919	223730	19454
920	223887	19204
921	224066	18955
922	224247	18707
923	224597	18473
924	224699	18218
925	926	224891	17926	927	225094	17927	928	225384	17225
929	225641	16983
930	225924	16744
931	226019	16490
932	226037	16932	933	226209	15933	934	226521	15934	935	226796	15935	936	227132	15936	937	227464	15034
938	227662	14789
939	227951	14550
940	228138	14940	941	228279	14941	228657	14078
942	228919	13837
943	229219	13597
944	945	229323	13945	946	229583	12946	230013	12872
947	230426	12639
948	230713	12398
949	231095	12162
950	231361	11920
951	231518	11673
952	231820	11432
953	232081	11190
954	232242	10943
955	232430	10697
956	232565	10449
957	232827	10207
958	233228	9971
959	233453	9727
960	233669	9482
961	233884	9238
962	234152	8996
963	234340	8751
964	234511	8505
965	234656	8259
966	234919	8016
967	235226	7776
968	235526	7534
969	235625	7287
970	235793	7042
971	235893	6795
972	235922	6546
973	236014	6300
974	236046	6052
975	236091	5805
976	236105	5558
977	236126	5311
978	236171	5065
979	236184	4820
980	236295	4576
981	236353	4332
982	23639982	236410	4088
983	236436	3844
984	236514	3601
985	236555	3358
986	236987988	236522	26988	236728	2632
989	236765	2391
990	236801	2150
991	236830	1909
992	236848	1669
993	23687993	236853	1429
994	236908	1190
995	236934	951
996	236965	713
997	237007	474
998	237021	237
999	237032	0
