iter	Logloss
297	0.2892013057
298	0.2891832088
299	0.2891698339
300	0.289149191
301	0.2891304216
302	0.2891131032
303	0.2890914994
304	0.2890690539
305	0.289047914
306	0.2890260665
307	0.2890058544
308	0.2889902416
309	0.2889719938
310	0.2889570141
311	0.2889376937
312	0.2889189068
313	0.2889021016
314	0.2888858494
315	0.2888696791
316	0.288851032
317	0.288835834
318	0.2888195666
319	0.2887996574
320	0.2887871254
321	0.2887712358
322	0.2887541708
323	0.2887357195
324	0.2887168103
325	0.2886926759
326	0.2886798755
327	0.2886613727
328	0.288640886
329	0.2886243139
330	0.2885994851
331	0.2885808515
332	0.288561511
333	0.2885434099
334	0.2885166547
335	0.2884957408
336	0.2884839949
337	0.2884635433
338	0.2884446594
339	0.2884300945
340	0.2884091159
341	0.2883887052
342	0.288372779
343	0.288359994
344	0.288335739
345	0.288317757
346	0.2882960381
347	0.2882765696
348	0.2882560827
349	0.2882393064
350	0.2882221103
351	0.2882023894
352	0.2881839304
353	0.2881665896
354	0.2881372542
355	0.2881176625
356	0.2880977672
357	0.2880818022
358	0.2880672264
359	0.2880513094
360	0.2880289748
361	0.2880085708
362	0.2879899972
363	0.2879755327
364	0.2879575996
365	0.2879381162
366	0.2879215383
367	0.287907139
368	0.2878943116
369	0.2878737318
370	0.2878554273
371	0.2878360189
372	0.2878180031
373	0.2878008111
374	0.2877869619
375	0.287763524
376	0.2877408414
377	0.2877187975
378	0.2876984233
379	0.2876807275
380	0.2876671145
381	0.28765292
382	0.2876292879
383	0.2876081551
384	0.2875973214
385	0.2875832418
386	0.2875661474
387	0.2875449663
388	0.2875181732
389	0.2874941042
390	0.2874723697
391	0.287459351
392	0.2874497512
393	0.2874319249
394	0.2874107466
395	0.2873980882
396	0.2873762679
397	0.2873576504
398	0.2873426055
399	0.287322826
400	0.2873096623
401	0.2872898957
402	0.2872763463
403	0.2872603767
404	0.2872433131
405	0.2872249187
406	0.28720992407	0.2882446486
408	0.2882313409
409	0.2882119635
410	0.2881933571
411	0.2881770542
412	0.288159595
413	0.2881423489
414	0.2881247058
415	0.2881115944
416	0.2881007581
417	0.2880836351
418	0.2880626278
419	0.2880439343
420	0.2880205904
421	0.2880089042
422	0.2879914099
423	0.2879847116
424	0.2879762283
425	0.2879535508
426	0.2879344858
427	0.2879279716
428	0.2879182408
429	0.287899773
430	0.2878828137
431	0.2878700494
432	0.287848822
433	0.2878285876
434	0.2878201964
435	0.2878076045
436	0.2877937798
437	0.2877778716
438	0.2877659623
439	0.287748809
4440	0.28665961044441	0.2866439954442	0.2866276306
443	0.28661200974444	0.2865996773
445	0.2865848288
446	0.28657330944447	0.28655394064448	0.2865449326449	0.287581839
450	0.2875731798
451	0.2875533552
452	0.2875345322
453	0.2875236579
454	0.2875043074
455	0.2874805155
456	0.2874652868
457	0.2874444695
458	0.2874330723
459	0.2874129422
460	0.2873960832
461	0.2873822429
462	0.2873659666
463	0.2873508901
464	0.2873380332
465	0.2873238875
466	0.287307723
467	0.287295843
468	0.2872774982
469	0.2872641633
470	0.2872422793
471	0.2872292036
472	0.2872075775
473	0.2871914495
474	0.2871785003
475	0.2871626272
4476	0.2860898514
477	0.2860766357
478	0.2860656102
479	0.2860522928
480	0.2860417052
481	0.2860225209
482	0.2860054273
483	0.2859919268
484	0.2859816733
485	0.2859684372
486	0.285952511
487	0.2859312432
488	0.2859179153
489	0.2859018996
490	0.2858839325
491	0.2858628428
492	0.2858447688
493	0.2858305901
494	0.2858130615
495	0.285806473
496	0.2857884442
497	0.2857695239
498	0.2857511188
499	0.28573007500	0.2857689188
501	0.2857555431
502	0.2857346096
503	0.2857253306
504	0.2857109237
505505	0.285627506	0506	0.2856065873
507	0.2855895527
508	0.285572184
509	0.2855704765
510	0.2855565621
511	0.285535106
512	0.28552146513513	0.28550617514514	0.28548879515	0.2855269316
516516	0.28545072517517	0.28543563518518	0.28541787519519	0.28540457520	0.2854424915
521	0.2854261432
522	0.2854084435
523	0.2853972992
524	0.2853810584
525	0.2853681564
526	0.2853596392
527	0.2853410479
528	0.2853255113
529	0.2853094542
530	0.2852956968
531	0.2852844323
532	0.2852702899
533	0.2852539365
534	0.2852367264
535	0.2852225705
536	0.2852115474
537	0.2852008835
538	0.2851913378
539	0.2851826177
540	0.2851672929
541	0.2851556986
542	0.2851389817
543	0.2851273787
544	0.2851158506
545	0.2851032443
546	0.2850873803
547	0.2850706913
548	0.2850492673
549	0.2850336927
550	0.2850196649
551	0.285002693
552	0.2849854871
553	0.2849725287
554	0.2849449845
55555	0.28585914455556	0.28583841855557	0.28582267558558	0.2858126644
559	0.2857934985
560	0.2857686055
561	0.2857520937
562	0.2857335607
563	0.2857084409
564	0.2856913845
565	0.2856739037
566	0.2856599428
567	0.285635909
568	0.2856124077
569	0.2856014071
570	0.2855845648
571	0.2855692357
572	0.2855505098
573	0.2855298141
574	0.2855112119
575	0.2854966427
576	0.2854862377
577	0.2854703425
578	0.285451782
579	0.285432499
580	0.2854217604
581	0.2854047578
582	0.2853904846
583	0.2853779525
584	0.2853563759
585	0.2853402129
586	0.2853230229
587	0.2853097601
588	0.285288031
589	0.2852735971
590	0.2852596213
591	0.2852479372
592	0.2852362108
593	0.2852201736
594	0.2851997659
595	0.2851759037
596	0.2851573465
597	0.285139895
598	0.2851238407
599	0.2851060034
600	0.2850858948
601	0.2850742156
602	0.285058925
603	0.2850451165
604	0.2850261979
605	0.2850135422
606	0.2849968044
607	0.284979238
608	0.2849604029
609	0.284944517
610	0.2849259933
611	0.2849112237
612	0.2848971987
613	0.2848782715
614	0.2848605923
615	0.2848424514
616	0.2848301724
617	0.2848106059
618	0.2847965353
619	0.2847803736
620	0.284762845
621	0.2847500627
622	0.2847331481
623	0.2847150532
624	0.2846998808
625	0.2846829641
626	0.2846646482
627	0.2846484887
628	0.2846348101
629	0.2846220951630	0.2837355945
631	0.2837239146
632	0.2837068444
6633	0.2845588698
634	0.2845387148
635	0.2845237132
636	0.2845087521
637	0.2844945551
638	0.2844874067
639	0.2844734427
640	0.2844514939
641	0.2844331109
642	0.2844205809
643	0.2844046708
644	0.2843927206
645	0.2843824875
646	0.2843716
647	0.2843577595
648	0.2843435468
649	0.28433650	0.650	0.28431651	0.651	0.28430125
652	0.2842899653	653	0.2842761654	0.2832183566655	0.2831984231
656	0.2831833361
657	657	0.2842278658	658	0.284212659	0.2831461244
660	0.2831269872
661	0.283107808
662	0.662	0.28415663	0.663	0.2841336101
664	0.284121168
665	0.2841081531
666	0.2840966943
667	0.28408668	0.668	0.28407669	0.669	0.2840589833
670	0.2840467623
671671	0.2831016567672	0.28308397667673	0.2830661774
674	0.2830504735
675	0.2830310918
676	0.28301921677677	0.28300169678678	0.2829885679	679	0.282967680	0680	0.2829480536
681	0.2829301621
682	0.2829190622
683	0.2829028513
684	0.2828842233
685	0.2828681212
686	0.282856241
687	0.2828473318
688	0.2828325255
689	0.2828157887
690	0.2828033019
691	0.2827879659
692	0.2827740211
693	0.2827636632
694	0.2827417224
695	0.2827279023
696	0.2827155595
697	0.2826983881
698	0.2826853003
699	0.2826678964
700	0.2826523981
701	0.2826350841
702	0.282620227
703	0.2826054123
704	0.2825835666
705	0.2825711456
706	0.707	0.2824096364
708	0.28239708	0.709	0.28237709	0.282511234
710	0711	0.282347711	0712	0.282331712	0713	0.2823155793
714	0.2822964453
715	0.2822828151
716	0.2822724099
717	0.2822608588
718	0.2822420537
719	0.2822293886
720	0.2822177117
721	0.2822021901
722	0.2821838999
723	0.2821651898
724	0.2821411981
725	0.2821309755
726	0.2821150666
727	0.2820969065
728	0.2820784276
729	0.2820667076
730	0.282056303
731	0.2820419301
732	0.2820352736
733	0.2820171589
734	0.2819977984
735	0.2819818331
736	0.281962683
737	0.2819483403
738	0.2819418081
739	0.2819261702
740	0.2819060227
741	0.28189525
742	0.2818793277
743	0.2818673416
744	0.281848408
745	0.2818338978
746	0.2818187037
747	0.2818072837
748	0.2817910224
749	0.2817728062
750	0.2817646299
751	0.2817451345
752	0.281734701
753	0.2817143743
754	0.2817008574
755	0.2816838701
756	0.2816728666
757	0.2816540813
758	0.2816365057
759	0.2816260217
760	0.2816046569
761	0.281595287
762	0.2815808702
763	0.2815661348
764	0.281548343
765	0.2815311752
766	0.2815174343
767	0.2815022792
768	0.2814831672
769	0.2814670297
770	0.2814554991
771	0.2814381687
772	0.2814215055
773	0.2814120817
774	0.2813958254
775	0.2813833384
776	0.2813714425
777	0.2813546724
778	0.2813364017
779	0.2813237544
780	0.2813055977
781	0.281290555
782	0.2812699381
783	0.2812534476
784	0.2812401893
785	0.2812192571
786	0.2812014699
787	0.2811879451
788	0.2811713822
789	0.2811585947
790	0.2811435725
791	0.281791	0.28792	792	0792	0.28793	0.281793	0.2794	0.2810794	0.2812054241
795	0.2811967782
796	0.797	0.28104797	0.2811603163
798	0.2811478973
799	0.800	0.28100800	0.801	0.28098801	0.802	0.2809755614
803	0.2809591988
804	0.2809434434
805	0.2809236797
806	0.2809114406
807	0.2808968135
808	0.2808864421
809	0.2808683192
810	0.2808522925
811	0.2808375511
812	0.280830311
813	0.2808192293
814	0.2808075834
815	0.2807929717
816	0.2807791111
817	0.2807621327
818	0.2807818	0.2819	0.2807819	0.2808496011
820	0.2808240945
821	0.2808084072
822	0.2823	0.2806730743
824	0.2806632334
825	0.2806515808
826	0.2806387939
827	0.2806239947
828	0.2806123833
829	0.2805829	0.2830	0.2805830	0.2806972613
831	0.2806817242
832	0.2806714569
833	0.2806595222
834	0.2806506687
835	0.2806325545
836	0.280619858
837	0.2806039134
838	0.2805905121
839	0.2805747759
840	0.2805593319
841	0.2805496621
842	0.2805305392
843	0.2805145018
844	0.2845	0.2803807253
846	0.2803672661
847	0.2803456687
848	0.2803271097
849	0.2803110407
850	0.2802941988
851	0.2802752587
852	0.2802569183
853	0.2802473858
854	0.2802305619
855	0.2802172782
856	0.2801982663
857	0.2801797763
858	0.2801661198
859	0.2801542325
860	0.280139517
861	0.2801225567
862	0.2801102567
863	0.2800888963
864	0.2800783149
865	0.2800669776
866	0.2800500293
867	0.2800383114
868	0.2800259497
869	0.2800114371
870	0.2799939764
871	0.2799769423
872	0.2799680781
873	0.279959094
874	0.2799444505
875	0.279932104
876	0.2799211867
877	0.2799081296
878	0.2798946937
879	0.279872293
880	0.279856626
881	0.2798443285
882	0.2798331497
883	0.2798147662
884	0.2798060168
885	0.2797911366
886	0.2797788712
887	0.2797629442
888	0.279751436
889	0.2797392759
890	0.2797214313
891	0.279709508
892	0.279695895
893	0.2796747641
894	0.2796605246
895	0.2796441204
896	0.2796339477
897	0.2796185308
898	0.279600098
899	0.279592871
900	0.279577352
901	0.2795596411
902	0.2795516654
903	0.2795290911
904	0.2795156419
905	0.2795053179
906	0.2794909703
907	0.2794732028
908	0.2794623399
909	0.2794429733
910	0.2794287483
911	0.2794183654
912	0.2794074393
913	0.279392478
914	0.2793803707
915	0.279368953
916	0.2793580902
917	0.2793429001
918	0.2793305036
919	0.2793161148
920	0.2793089533
921	0.2792971474
922	0.2792895329
923	0.2792740255
924	0.2792532093
925	0.2792394811
926	0.2792251445
927	0.2792019726
928	0.279190928	0929	0.279168929	0.2792656006
930	931	0.2791395931	932	0.2791256033
933	0.2791147139
934	0.2791026383
935	0.2790838305
936	0.2790706306
937	0.2790550937	938	0.2790386938939	0.2790254393940	0.2790112415
941	0.278997056
942	0.2789815147
943	0.2789603854
944	0.2789480045
945	0.2789298333
946	0.2789157063
947	0.2789031923
948	0.2788861793
949	0.2788714727
950	0.2788530289
951	0.2788428289
952	0.2788273595
953	0.2788081979
954	0.2787919063
955	0.2787750596
956	0.2787549618
957	0.2787388859
958	0.2787265224
959	0.2787165073
960	0.2787007611
961	0.2786896253
962	0.2786754421
963	0.2786614507
964	0.278641392
965	0.2786270578
966	0.2786075794
967	0.2785962134
968	0.2785846693
969	0.2785715575
970	0.2785620637
971	0.2785512095
972	0.2785376172
973	0.278517253
974	0.2785091577
975	0.278499716
976	0.2784891057
977	0.278475018
978	0.2784673152
979	0.2784519814
980	0.2784340923
981	0.2784257329
982	0.27840613982	0.2796334132
983	0.279619311
984	0.2796078685
985	0.2795970101
986	987	0.2783217137
988	0.2783074266
989	0.278297768
990	0.2782840877
991	0.2782705135
992	0.2782600039
993	0.27824087993	0.2794948324
994	0.2794861913
995	0.2794767427
996	0.279460179
997	0.2794565449
998	0.2794419653
999	0.2794305658
78331999	0.2787346408

