bdt_cut,N_total,sigma_N_total,N_over_sigma
0.61,11721.29990396663,151.26662320651238,77.48768138999483
0.62,11590.240659227147,149.89704467757895,77.32134201949862
0.63,11471.057444411892,148.04717915311343,77.4824451909907
0.64,11403.08504671294,146.92777418176587,77.61013947305882
0.65,11286.087779129217,145.35270603709583,77.64621716948886
0.66,11149.112092808595,143.8283574136966,77.51678662880202
0.67,11007.24391295051,142.20445907571676,77.40435134379086
0.68,10836.935597090602,140.42082636907818,77.17470319258129
0.69,10705.156643552154,138.57625284658783,77.25101829245881
0.7,10555.440575855502,137.03499892934988,77.02733358868045
0.71,10437.762416984713,135.4980042947421,77.03259152275015
0.72,10245.6001699888,133.49440972132464,76.74928254581546
0.73,10080.151831754825,131.56289440551637,76.61850157145956
0.74,9916.986556325941,129.79402122983907,76.40557294056677
0.75,9726.385530984455,127.91917347651155,76.03540006276236
0.76,9524.367713618942,125.79761763464948,75.71182898932393
0.77,9381.414254080677,124.24917555192788,75.50484107767677
0.78,9181.021885371809,122.28744953563461,75.07738463951246
0.79,8995.346489943706,120.3089983425229,74.7686923993309
0.8,8782.145610137131,118.25068616488218,74.26718520594287
0.81,8563.690379014222,116.33471107525449,73.61251254988333
0.82,8356.231183258018,114.46525062186335,73.0023403422483
0.83,8063.493856470577,111.7218037714574,72.17475536794575
0.84,7818.050350176287,109.33271723104308,71.50696102846413
0.85,7520.003866656039,106.74875609344174,70.44582196417781
0.86,7260.214401359849,104.36635107254638,69.56470478030971
0.87,6984.514819253645,101.90793821424622,68.53749513182915
0.88,6666.174926978996,99.10031599200649,67.26693916411624
0.89,6307.0071487675295,95.90478803209187,65.7632145191444
0.9,5927.43078691137,92.56402147027889,64.03601197053212
0.91,5501.56634415454,88.80737958679893,61.94942773620965
0.92,5066.89479316722,84.84791509642658,59.717375346334414
0.93,4552.973553512724,80.14430966612683,56.80969207271178
0.94,3949.5278522234335,74.3992202365477,53.085608151082155
0.95,3335.4825106719663,68.1856953215416,48.91762846947463
0.96,2628.860786158943,60.43444899479599,43.49937543710069
0.97,1860.1457956249956,50.615397882964494,36.75059119215302
0.98,1005.8716134304645,37.35910798382061,26.92440124282638
0.99,220.43681434426588,21.772108419128738,10.124734366589525
