bdt_cut,N_total,sigma_N_total,N_over_sigma
0.7,3237.759218435072,176.25646951829862,18.36959078599344
0.71,3186.798228355704,172.53361195500855,18.47059359765054
0.72,3194.122894196642,169.07763185800712,18.89145748669519
0.73,3181.988295602907,165.3512046054259,19.243816839411718
0.74,3137.4938288983667,161.6887403668022,19.404528860703245
0.75,3114.6247686233996,157.96716983632322,19.71691188650528
0.76,3126.937982188948,154.58699497323428,20.227691098661673
0.77,3066.851096756548,150.75029767714298,20.34391403541188
0.78,2973.497170532587,147.00954570772933,20.226558460660893
0.79,2964.1001693009534,143.40397414560442,20.669581766899785
0.8,2934.655886599502,139.76588174151294,20.996940383683476
0.81,2854.013909633472,135.9424412883282,20.994281716481964
0.82,2761.1453919872874,132.05817957272518,20.90855258584501
0.83,2748.887980326607,128.07233024537356,21.46355871764039
0.84,2653.679207699117,123.45762642562079,21.494655976541654
0.85,2567.5599570320196,119.04784318547624,21.56746303275539
0.86,2473.8182586408707,114.82474329533183,21.544296008379956
0.87,2431.4352162030173,110.33266183112588,22.037311307911242
0.88,2379.1787950315697,105.94915950477395,22.45585341263955
0.89,2294.9072049932547,101.00903201438564,22.71982177461532
0.9,2223.039689545253,96.30588072979143,23.083114683126244
0.91,2093.8649781485765,90.48871370096353,23.139515333018608
0.92,1938.5464726177531,84.28518157501362,22.99984927827973
0.93,1795.2637115068017,78.03502103337664,23.005872078114045
0.94,1595.4236748012609,71.05212219526919,22.454271955686746
0.95,1411.492909119587,63.46261355387817,22.2413296597258
0.96,1175.646730138396,55.03294416525416,21.36259922071655
0.97,913.3282939122284,45.39801821540876,20.118241496326622
0.98,586.2000687591095,33.97386312530598,17.254442528276066
0.99,189.29484614880565,17.550907738009247,10.785473262950266
